model,condition,question_idx,continuation_set,continuation_type,logprob
Base,neutral,5,1,english_caps,-47.68106293678284
Base,neutral,5,1,spanish_lower,-47.83770394325256
Base,neutral,5,1,spanish_caps,-54.014102111098055
Base,neutral,5,2,english_lower,-24.411023542284966
Base,neutral,5,2,english_caps,-32.91636532541452
Base,neutral,5,2,spanish_lower,-36.84562693443149
Base,neutral,5,2,spanish_caps,-59.47064240835607
Base,neutral,5,3,english_lower,-39.4310998916626
Base,neutral,5,3,english_caps,-52.189117431640625
Base,neutral,5,3,spanish_lower,-40.00976676121354
Base,neutral,5,3,spanish_caps,-48.92640161514282
Base,neutral,5,4,english_lower,-45.1907320022583
Base,neutral,5,4,english_caps,-54.330187820714855
Base,neutral,5,4,spanish_lower,-55.45648813247681
Base,neutral,5,4,spanish_caps,-68.5807088224683
Base,neutral,6,0,english_lower,-32.64168310165405
Base,neutral,6,0,english_caps,-37.30430042730404
Base,neutral,6,0,spanish_lower,-47.267879009246826
Base,neutral,6,0,spanish_caps,-61.090110442601144
Base,neutral,6,1,english_lower,-50.50964164733887
Base,neutral,6,1,english_caps,-46.08812427520752
Base,neutral,6,1,spanish_lower,-46.4340004324913
Base,neutral,6,1,spanish_caps,-61.87062706703546
Base,neutral,6,2,english_lower,-33.552555084228516
Base,neutral,6,2,english_caps,-46.9934220288269
Base,neutral,6,2,spanish_lower,-52.28075456619263
Base,neutral,6,2,spanish_caps,-71.69117946363986
Base,neutral,6,3,english_lower,-35.80056285858154
Base,neutral,6,3,english_caps,-46.08393383026123
Base,neutral,6,3,spanish_lower,-35.93656389194075
Base,neutral,6,3,spanish_caps,-43.493383061140776
Base,neutral,6,4,english_lower,-35.75889778137207
Base,neutral,6,4,english_caps,-45.07006327144154
Base,neutral,6,4,spanish_lower,-44.87684679031372
Base,neutral,6,4,spanish_caps,-55.412932712584734
Base,neutral,7,0,english_lower,-39.2684565782165
Base,neutral,7,0,english_caps,-47.14407693169778
Base,neutral,7,0,spanish_lower,-37.0886624455452
Base,neutral,7,0,spanish_caps,-61.416796799749136
Base,neutral,7,1,english_lower,-54.514060735702515
Base,neutral,7,1,english_caps,-52.02752768993378
Base,neutral,7,1,spanish_lower,-49.057774007320404
Base,neutral,7,1,spanish_caps,-58.96912973176188
Base,neutral,7,2,english_lower,-32.73526096343994
Base,neutral,7,2,english_caps,-43.83095860461435
Base,neutral,7,2,spanish_lower,-44.10623627901077
Base,neutral,7,2,spanish_caps,-69.96209820173681
Base,neutral,7,3,english_lower,-45.47427749633789
Base,neutral,7,3,english_caps,-63.14598846435547
Base,neutral,7,3,spanish_lower,-46.106477385386825
Base,neutral,7,3,spanish_caps,-61.38575458526611
Base,neutral,7,4,english_lower,-54.00624465942383
Base,neutral,7,4,english_caps,-64.11839254978622
Base,neutral,7,4,spanish_lower,-59.70306921005249
Base,neutral,7,4,spanish_caps,-64.78302341746166
Base,neutral,8,0,english_lower,-34.9446759223938
Base,neutral,8,0,english_caps,-47.30565727944486
Base,neutral,8,0,spanish_lower,-45.77274036407471
Base,neutral,8,0,spanish_caps,-59.23337175231427
Base,neutral,8,1,english_lower,-51.67720317840576
Base,neutral,8,1,english_caps,-47.24512076377869
Base,neutral,8,1,spanish_lower,-49.284998171031475
Base,neutral,8,1,spanish_caps,-58.51328945229659
Base,neutral,8,2,english_lower,-34.45068407058716
Base,neutral,8,2,english_caps,-41.73421525300364
Base,neutral,8,2,spanish_lower,-45.68450525403023
Base,neutral,8,2,spanish_caps,-61.44136772491038
Base,neutral,8,3,english_lower,-37.75930070877075
Base,neutral,8,3,english_caps,-49.62574815750122
Base,neutral,8,3,spanish_lower,-37.04132730024867
Base,neutral,8,3,spanish_caps,-50.04731273651123
Base,neutral,8,4,english_lower,-33.25770282745361
Base,neutral,8,4,english_caps,-43.92353275859023
Base,neutral,8,4,spanish_lower,-48.36606693267822
Base,neutral,8,4,spanish_caps,-51.36553166381782
Base,neutral,9,0,english_lower,-35.98761591757648
Base,neutral,9,0,english_caps,-43.84355656930711
Base,neutral,9,0,spanish_lower,-42.567548751831055
Base,neutral,9,0,spanish_caps,-58.10443650186061
Base,neutral,9,1,english_lower,-49.2684850692749
Base,neutral,9,1,english_caps,-42.25204372406006
Base,neutral,9,1,spanish_lower,-51.291507959365845
Base,neutral,9,1,spanish_caps,-60.561567250844746
Base,neutral,9,2,english_lower,-29.14000177383423
Base,neutral,9,2,english_caps,-42.48448252641538
Base,neutral,9,2,spanish_lower,-40.15708318352699
Base,neutral,9,2,spanish_caps,-61.674589205067605
Base,neutral,9,3,english_lower,-43.24868106842041
Base,neutral,9,3,english_caps,-56.91102409362793
Base,neutral,9,3,spanish_lower,-35.45561904273927
Base,neutral,9,3,spanish_caps,-51.949711322784424
Base,neutral,9,4,english_lower,-47.256497383117676
Base,neutral,9,4,english_caps,-51.8572124914499
Base,neutral,9,4,spanish_lower,-53.06682109832764
Base,neutral,9,4,spanish_caps,-61.60033168492373
Base,neutral,10,0,english_lower,-30.945998408598825
Base,neutral,10,0,english_caps,-39.49664224294247
Base,neutral,10,0,spanish_lower,-45.58025360107422
Base,neutral,10,0,spanish_caps,-59.868891010060906
Base,neutral,10,1,english_lower,-45.458486557006836
Base,neutral,10,1,english_caps,-44.56012582778931
Base,neutral,10,1,spanish_lower,-45.11894714832306
Base,neutral,10,1,spanish_caps,-54.779391418082014
Base,neutral,10,2,english_lower,-37.113773345947266
Base,neutral,10,2,english_caps,-42.83368485048413
Base,neutral,10,2,spanish_lower,-51.678296983242035
Base,neutral,10,2,spanish_caps,-66.04018362239003
Base,neutral,10,3,english_lower,-27.7824604511261
Base,neutral,10,3,english_caps,-38.46789789199829
Base,neutral,10,3,spanish_lower,-44.316151855979115
Base,neutral,10,3,spanish_caps,-49.26342248916626
Base,neutral,10,4,english_lower,-27.419963121414185
Base,neutral,10,4,english_caps,-42.81174368647862
Base,neutral,10,4,spanish_lower,-47.08170196413994
Base,neutral,10,4,spanish_caps,-46.83440692187287
Base,neutral,11,0,english_lower,-38.97522592544556
Base,neutral,11,0,english_caps,-42.85371736731031
Base,neutral,11,0,spanish_lower,-48.55236864089966
Base,neutral,11,0,spanish_caps,-59.318103309720755
Base,neutral,11,1,english_lower,-53.192906856536865
Base,neutral,11,1,english_caps,-44.714022159576416
Base,neutral,11,1,spanish_lower,-58.35978317260742
Base,neutral,11,1,spanish_caps,-63.33036332852225
Base,neutral,11,2,english_lower,-36.71223831176758
Base,neutral,11,2,english_caps,-46.887893199254904
Base,neutral,11,2,spanish_lower,-45.005362436175346
Base,neutral,11,2,spanish_caps,-65.6263435818255
Base,neutral,11,3,english_lower,-35.838374614715576
Base,neutral,11,3,english_caps,-48.01905417442322
Base,neutral,11,3,spanish_lower,-35.07460157107562
Base,neutral,11,3,spanish_caps,-56.29099082946777
Base,neutral,11,4,english_lower,-43.56837558746338
Base,neutral,11,4,english_caps,-50.21399955187917
Base,neutral,11,4,spanish_lower,-48.78537726402283
Base,neutral,11,4,spanish_caps,-57.496262224871316
Base,neutral,12,0,english_lower,-39.477309226989746
Base,neutral,12,0,english_caps,-51.150603651751226
Base,neutral,12,0,spanish_lower,-44.59301137924194
Base,neutral,12,0,spanish_caps,-70.517713425681
Base,neutral,12,1,english_lower,-46.66082143783569
Base,neutral,12,1,english_caps,-47.05104923248291
Base,neutral,12,1,spanish_lower,-44.04679962992668
Base,neutral,12,1,spanish_caps,-60.73290630144743
Base,neutral,12,2,english_lower,-27.877110362052917
Base,neutral,12,2,english_caps,-44.39009535300647
Base,neutral,12,2,spanish_lower,-49.48439218942076
Base,neutral,12,2,spanish_caps,-75.2494447529316
Base,neutral,12,3,english_lower,-45.94628953933716
Base,neutral,12,3,english_caps,-58.18102550506592
Base,neutral,12,3,spanish_lower,-41.23928478406742
Base,neutral,12,3,spanish_caps,-61.71053171157837
Base,neutral,12,4,english_lower,-47.94198417663574
Base,neutral,12,4,english_caps,-57.20488900036071
Base,neutral,12,4,spanish_lower,-50.2616685628891
Base,neutral,12,4,spanish_caps,-67.44073539879173
Base,neutral,13,0,english_lower,-34.016455709934235
Base,neutral,13,0,english_caps,-44.07801304408349
Base,neutral,13,0,spanish_lower,-42.45240640640259
Base,neutral,13,0,spanish_caps,-55.789966806769364
Base,neutral,13,1,english_lower,-42.214210510253906
Base,neutral,13,1,english_caps,-38.004534125328064
Base,neutral,13,1,spanish_lower,-51.367238998413086
Base,neutral,13,1,spanish_caps,-78.9348468178141
Base,neutral,13,2,english_lower,-29.75268793106079
Base,neutral,13,2,english_caps,-37.848228094080696
Base,neutral,13,2,spanish_lower,-38.66710451245308
Base,neutral,13,2,spanish_caps,-62.610714978538454
Base,neutral,13,3,english_lower,-38.134498596191406
Base,neutral,13,3,english_caps,-48.82399320602417
Base,neutral,13,3,spanish_lower,-35.743531423504464
Base,neutral,13,3,spanish_caps,-50.442688941955566
Base,neutral,13,4,english_lower,-43.63881778717041
Base,neutral,13,4,english_caps,-53.20761230419157
Base,neutral,13,4,spanish_lower,-53.95184850692749
Base,neutral,13,4,spanish_caps,-55.13258940167725
Base,neutral,14,0,english_lower,-24.04874897003174
Base,neutral,14,0,english_caps,-44.22084373887628
Base,neutral,14,0,spanish_lower,-40.995161056518555
Base,neutral,14,0,spanish_caps,-61.30782458744943
Base,neutral,14,1,english_lower,-47.63157033920288
Base,neutral,14,1,english_caps,-46.40683650970459
Base,neutral,14,1,spanish_lower,-42.102549612522125
Base,neutral,14,1,spanish_caps,-48.43764330568939
Base,neutral,14,2,english_lower,-29.267507553100586
Base,neutral,14,2,english_caps,-36.48362765183265
Base,neutral,14,2,spanish_lower,-39.06268084049225
Base,neutral,14,2,spanish_caps,-56.881884165573865
Base,neutral,14,3,english_lower,-27.513310134410858
Base,neutral,14,3,english_caps,-38.380194664001465
Base,neutral,14,3,spanish_lower,-35.962432026164606
Base,neutral,14,3,spanish_caps,-54.22784423828125
Base,neutral,14,4,english_lower,-33.23549556732178
Base,neutral,14,4,english_caps,-43.38609090235968
Base,neutral,14,4,spanish_lower,-42.35357862710953
Base,neutral,14,4,spanish_caps,-57.19240922294557
Base,neutral,15,0,english_lower,-34.2043023109436
Base,neutral,15,0,english_caps,-39.18340117047774
Base,neutral,15,0,spanish_lower,-48.21095132827759
Base,neutral,15,0,spanish_caps,-64.4283499121666
Base,neutral,15,1,english_lower,-50.44092273712158
Base,neutral,15,1,english_caps,-47.66432237625122
Base,neutral,15,1,spanish_lower,-59.050615072250366
Base,neutral,15,1,spanish_caps,-57.33869921683481
Base,neutral,15,2,english_lower,-29.868578381836414
Base,neutral,15,2,english_caps,-43.17028722149007
Base,neutral,15,2,spanish_lower,-40.76582112116739
Base,neutral,15,2,spanish_caps,-67.66735858470201
Base,neutral,15,3,english_lower,-42.14047622680664
Base,neutral,15,3,english_caps,-55.16384696960449
Base,neutral,15,3,spanish_lower,-45.46598316915333
Base,neutral,15,3,spanish_caps,-53.6957631111145
Base,neutral,15,4,english_lower,-46.053372383117676
Base,neutral,15,4,english_caps,-54.7288266159303
Base,neutral,15,4,spanish_lower,-54.39420795440674
Base,neutral,15,4,spanish_caps,-66.06703073624521
Base,neutral,16,0,english_lower,-43.653502464294434
Base,neutral,16,0,english_caps,-52.09990903828293
Base,neutral,16,0,spanish_lower,-56.961124420166016
Base,neutral,16,0,spanish_caps,-64.88187745958567
Base,neutral,16,1,english_lower,-59.10597085952759
Base,neutral,16,1,english_caps,-52.617418467998505
Base,neutral,16,1,spanish_lower,-58.20971956849098
Base,neutral,16,1,spanish_caps,-61.97588250541071
Base,neutral,16,2,english_lower,-43.51639938354492
Base,neutral,16,2,english_caps,-54.602650870758225
Base,neutral,16,2,spanish_lower,-50.573720291256905
Base,neutral,16,2,spanish_caps,-66.42579529248178
Base,neutral,16,3,english_lower,-44.20633411407471
Base,neutral,16,3,english_caps,-55.788259983062744
Base,neutral,16,3,spanish_lower,-42.86846739053726
Base,neutral,16,3,spanish_caps,-62.44146728515625
Base,neutral,16,4,english_lower,-50.043344497680664
Base,neutral,16,4,english_caps,-60.71130350786825
Base,neutral,16,4,spanish_lower,-50.370081424713135
Base,neutral,16,4,spanish_caps,-60.64629779243842
Base,neutral,17,0,english_lower,-34.45976400375366
Base,neutral,17,0,english_caps,-43.88898750138469
Base,neutral,17,0,spanish_lower,-42.593109130859375
Base,neutral,17,0,spanish_caps,-61.97589880414307
Base,neutral,17,1,english_lower,-49.61765003204346
Base,neutral,17,1,english_caps,-48.868210554122925
Base,neutral,17,1,spanish_lower,-50.554943323135376
Base,neutral,17,1,spanish_caps,-70.26389369053777
Base,neutral,17,2,english_lower,-23.55818998813629
Base,neutral,17,2,english_caps,-36.20785146940398
Base,neutral,17,2,spanish_lower,-37.42161636753008
Base,neutral,17,2,spanish_caps,-68.70992639288306
Base,neutral,17,3,english_lower,-40.02875232696533
Base,neutral,17,3,english_caps,-52.76487636566162
Base,neutral,17,3,spanish_lower,-38.21201653778553
Base,neutral,17,3,spanish_caps,-49.809349060058594
Base,neutral,17,4,english_lower,-41.41459560394287
Base,neutral,17,4,english_caps,-56.48895497572994
Base,neutral,17,4,spanish_lower,-49.23642826080322
Base,neutral,17,4,spanish_caps,-57.17123657919001
Base,neutral,18,0,english_lower,-34.527413845062256
Base,neutral,18,0,english_caps,-44.159176373213995
Base,neutral,18,0,spanish_lower,-39.02156400680542
Base,neutral,18,0,spanish_caps,-59.41512483544642
Base,neutral,18,1,english_lower,-54.236961364746094
Base,neutral,18,1,english_caps,-48.57582330703735
Base,neutral,18,1,spanish_lower,-45.87343394756317
Base,neutral,18,1,spanish_caps,-54.29996039136222
Base,neutral,18,2,english_lower,-34.80803203582764
Base,neutral,18,2,english_caps,-42.12989836806082
Base,neutral,18,2,spanish_lower,-44.47647924721241
Base,neutral,18,2,spanish_caps,-65.89238630235195
Base,neutral,18,3,english_lower,-39.29988670349121
Base,neutral,18,3,english_caps,-47.63823747634888
Base,neutral,18,3,spanish_lower,-43.258288460434414
Base,neutral,18,3,spanish_caps,-54.74432563781738
Base,neutral,18,4,english_lower,-43.659348487854004
Base,neutral,18,4,english_caps,-53.28314796608538
Base,neutral,18,4,spanish_lower,-49.92744517326355
Base,neutral,18,4,spanish_caps,-58.497256766073406
Base,neutral,19,0,english_lower,-36.31575798988342
Base,neutral,19,0,english_caps,-42.97607035032706
Base,neutral,19,0,spanish_lower,-45.10961389541626
Base,neutral,19,0,spanish_caps,-60.97671652585234
Base,neutral,19,1,english_lower,-48.17653203010559
Base,neutral,19,1,english_caps,-45.420577585697174
Base,neutral,19,1,spanish_lower,-47.73461961746216
Base,neutral,19,1,spanish_caps,-58.01100309888443
Base,neutral,19,2,english_lower,-36.537940979003906
Base,neutral,19,2,english_caps,-48.134300900710514
Base,neutral,19,2,spanish_lower,-41.09977567195892
Base,neutral,19,2,spanish_caps,-69.19760685786605
Base,neutral,19,3,english_lower,-37.95563316345215
Base,neutral,19,3,english_caps,-46.87706708908081
Base,neutral,19,3,spanish_lower,-36.729767847806215
Base,neutral,19,3,spanish_caps,-52.89309883117676
Base,neutral,19,4,english_lower,-43.59153461456299
Base,neutral,19,4,english_caps,-49.854425050347345
Base,neutral,19,4,spanish_lower,-51.321975231170654
Base,neutral,19,4,spanish_caps,-55.98486198531464
Base,anti_spanish_short,0,0,english_lower,-40.57479262351967
Base,anti_spanish_short,0,0,english_caps,-47.420173399972555
Base,anti_spanish_short,0,0,spanish_lower,-49.23331260681152
Base,anti_spanish_short,0,0,spanish_caps,-52.82749046006938
Base,anti_spanish_short,0,1,english_lower,-58.95935082435608
Base,anti_spanish_short,0,1,english_caps,-61.775939201936126
Base,anti_spanish_short,0,1,spanish_lower,-50.328846413595784
Base,anti_spanish_short,0,1,spanish_caps,-66.7063555195927
Base,anti_spanish_short,0,2,english_lower,-34.882553815841675
Base,anti_spanish_short,0,2,english_caps,-46.67807018693202
Base,anti_spanish_short,0,2,spanish_lower,-48.04905578494072
Base,anti_spanish_short,0,2,spanish_caps,-53.72679967433214
Base,anti_spanish_short,0,3,english_lower,-51.185580253601074
Base,anti_spanish_short,0,3,english_caps,-63.32436752319336
Base,anti_spanish_short,0,3,spanish_lower,-33.385047150193714
Base,anti_spanish_short,0,3,spanish_caps,-59.04591226577759
Base,anti_spanish_short,0,4,english_lower,-50.33291435241699
Base,anti_spanish_short,0,4,english_caps,-67.0693474555701
Base,anti_spanish_short,0,4,spanish_lower,-50.86571216583252
Base,anti_spanish_short,0,4,spanish_caps,-66.13844788726419
Base,anti_spanish_short,1,0,english_lower,-40.50024127960205
Base,anti_spanish_short,1,0,english_caps,-51.29552006720223
Base,anti_spanish_short,1,0,spanish_lower,-47.84717130661011
Base,anti_spanish_short,1,0,spanish_caps,-52.70063654656405
Base,anti_spanish_short,1,1,english_lower,-55.38529968261719
Base,anti_spanish_short,1,1,english_caps,-50.186381459236145
Base,anti_spanish_short,1,1,spanish_lower,-37.869831203573995
Base,anti_spanish_short,1,1,spanish_caps,-50.33034632632916
Base,anti_spanish_short,1,2,english_lower,-24.94990443950519
Base,anti_spanish_short,1,2,english_caps,-42.733313413978976
Base,anti_spanish_short,1,2,spanish_lower,-34.408263945399085
Base,anti_spanish_short,1,2,spanish_caps,-44.064692694693804
Base,anti_spanish_short,1,3,english_lower,-45.25538921356201
Base,anti_spanish_short,1,3,english_caps,-58.51199531555176
Base,anti_spanish_short,1,3,spanish_lower,-31.81900830939412
Base,anti_spanish_short,1,3,spanish_caps,-52.93813514709473
Base,anti_spanish_short,1,4,english_lower,-49.55075120925903
Base,anti_spanish_short,1,4,english_caps,-60.02257089935301
Base,anti_spanish_short,1,4,spanish_lower,-50.49609184265137
Base,anti_spanish_short,1,4,spanish_caps,-67.25913202895026
Base,anti_spanish_short,2,0,english_lower,-43.626548767089844
Base,anti_spanish_short,2,0,english_caps,-45.54556733292338
Base,anti_spanish_short,2,0,spanish_lower,-43.67680072784424
Base,anti_spanish_short,2,0,spanish_caps,-52.300076241510396
Base,anti_spanish_short,2,1,english_lower,-59.359073638916016
Base,anti_spanish_short,2,1,english_caps,-63.77745246887207
Base,anti_spanish_short,2,1,spanish_lower,-46.64479199728521
Base,anti_spanish_short,2,1,spanish_caps,-62.89370959566406
Base,anti_spanish_short,2,2,english_lower,-46.61083984375
Base,anti_spanish_short,2,2,english_caps,-56.25459730385046
Base,anti_spanish_short,2,2,spanish_lower,-43.426257462240756
Base,anti_spanish_short,2,2,spanish_caps,-51.87174433399923
Base,anti_spanish_short,2,3,english_lower,-39.360578536987305
Base,anti_spanish_short,2,3,english_caps,-53.83827352523804
Base,anti_spanish_short,2,3,spanish_lower,-28.199139820644632
Base,anti_spanish_short,2,3,spanish_caps,-44.033864226192236
Base,anti_spanish_short,2,4,english_lower,-42.72536849975586
Base,anti_spanish_short,2,4,english_caps,-63.401203034678474
Base,anti_spanish_short,2,4,spanish_lower,-43.60033893585205
Base,anti_spanish_short,2,4,spanish_caps,-66.83660242785118
Base,anti_spanish_short,3,0,english_lower,-30.335872650146484
Base,anti_spanish_short,3,0,english_caps,-43.60418152807051
Base,anti_spanish_short,3,0,spanish_lower,-36.131157875061035
Base,anti_spanish_short,3,0,spanish_caps,-44.44436991153997
Base,anti_spanish_short,3,1,english_lower,-45.53608298301697
Base,anti_spanish_short,3,1,english_caps,-44.481712222099304
Base,anti_spanish_short,3,1,spanish_lower,-41.535097718141515
Base,anti_spanish_short,3,1,spanish_caps,-53.891288017155546
Base,anti_spanish_short,3,2,english_lower,-21.435759281739593
Base,anti_spanish_short,3,2,english_caps,-38.870900817284564
Base,anti_spanish_short,3,2,spanish_lower,-25.908510955050588
Base,anti_spanish_short,3,2,spanish_caps,-43.31004927982576
Base,anti_spanish_short,3,3,english_lower,-45.46337032318115
Base,anti_spanish_short,3,3,english_caps,-60.633917808532715
Base,anti_spanish_short,3,3,spanish_lower,-25.36249526211759
Base,anti_spanish_short,3,3,spanish_caps,-45.42464065551758
Base,anti_spanish_short,3,4,english_lower,-45.06852626800537
Base,anti_spanish_short,3,4,english_caps,-57.40524632483721
Base,anti_spanish_short,3,4,spanish_lower,-40.50719928741455
Base,anti_spanish_short,3,4,spanish_caps,-59.081457245425554
Base,anti_spanish_short,4,0,english_lower,-42.46142250671983
Base,anti_spanish_short,4,0,english_caps,-46.750386952951885
Base,anti_spanish_short,4,0,spanish_lower,-49.69358825683594
Base,anti_spanish_short,4,0,spanish_caps,-57.62128781606589
Base,anti_spanish_short,4,1,english_lower,-50.29858236014843
Base,anti_spanish_short,4,1,english_caps,-51.27212012425298
Base,anti_spanish_short,4,1,spanish_lower,-41.13600653031449
Base,anti_spanish_short,4,1,spanish_caps,-55.47415235327202
Base,anti_spanish_short,4,2,english_lower,-25.253236293792725
Base,anti_spanish_short,4,2,english_caps,-40.66241928152158
Base,anti_spanish_short,4,2,spanish_lower,-32.816492423415184
Base,anti_spanish_short,4,2,spanish_caps,-45.98127057286911
Base,anti_spanish_short,4,3,english_lower,-47.91736316680908
Base,anti_spanish_short,4,3,english_caps,-56.77699661254883
Base,anti_spanish_short,4,3,spanish_lower,-26.8324933304757
Base,anti_spanish_short,4,3,spanish_caps,-45.375886380672455
Base,anti_spanish_short,4,4,english_lower,-44.73887920379639
Base,anti_spanish_short,4,4,english_caps,-61.77588765418477
Base,anti_spanish_short,4,4,spanish_lower,-39.79702854156494
Base,anti_spanish_short,4,4,spanish_caps,-54.39233776742185
Base,anti_spanish_short,5,0,english_lower,-30.746420860290527
Base,anti_spanish_short,5,0,english_caps,-43.48338293960114
Base,anti_spanish_short,5,0,spanish_lower,-42.764256954193115
Base,anti_spanish_short,5,0,spanish_caps,-54.34928440240037
Base,anti_spanish_short,5,1,english_lower,-49.56425333023071
Base,anti_spanish_short,5,1,english_caps,-51.630201786756516
Base,anti_spanish_short,5,1,spanish_lower,-36.82039899210213
Base,anti_spanish_short,5,1,spanish_caps,-49.23159413906933
Base,anti_spanish_short,5,2,english_lower,-21.067338220775127
Base,anti_spanish_short,5,2,english_caps,-34.313587486659344
Base,anti_spanish_short,5,2,spanish_lower,-29.153660372830927
Base,anti_spanish_short,5,2,spanish_caps,-38.831070193089545
Base,anti_spanish_short,5,3,english_lower,-49.21159076690674
Base,anti_spanish_short,5,3,english_caps,-57.05397987365723
